"5W_embryo1" "7W_embryo1" "8W_embryo1" "10W_embryo1" "12W_embryo1" "14W_embryo1" "18W_embryo1" "18W_embryo2" "20W_embryo1" "20W_embryo2" "23W_embryo1" "23W_embryo2" "24W_embryo1" "24W_embryo2" "26W_embryo1"
"BMP2" 0 0.109600503558121 0.0484520209627033 0.223464454543848 0 0.570010882959898 0.838084504803284 0.721699757128797 0.648955786835711 0.532436762459686 0.42688601731947 0.6986590349302 0.357698685779731 0.401493888055778 1.08540287775614
"BMPR2" 1.0208557837267 0.51499215712008 0.992863496156073 0.611305270651556 0.916370632669201 0.69106377928118 1.10493968183037 1.098027702611 0.817634225636157 1.0727613192583 0.63859396931851 0.875430292346434 1.1754408380184 1.02854224942481 0.715763234814963
"BNIP3L" 1.44639777828059 1.73287897653544 1.21614224070809 1.29546111339691 1.70483886628561 1.78069420694045 1.56129503927257 1.71559478618196 1.37630054232011 1.50149195301282 1.37537007706466 1.49892478993825 1.45856263135532 1.60693211411259 1.67957656553643
"BRD2" 0.272950208476814 0.62205969957101 0.896566027533625 0.906290013581208 1.47597496545615 0.783280243010492 1.0289781762763 1.06883301537444 1.25595572339328 1.1530877429051 1.00720979271527 1.1613543746036 1.01026382868582 1.20594973859041 0.864910723495569
"BRD9" 1.21032743108938 0.219046860682027 0.36942691519199 1.18193186080608 0 0.271076667490046 0.60573938481819 0.881725351759439 0.56247310919847 0.657693017113085 0.631959883923456 0.518354965976577 0.946635117308515 0.948483614224411 0.887311711887327
"BRINP2" 0 0 0 1.15792423050536 0 0.340178790128652 0.823534758258972 0.655863218641239 0.405794598693318 0.31847178760684 0.572747184896387 0.658634440121033 0.489529839415154 0.542642867966836 0.61179366989649
"BST2" 1.07963526987665 1.96922402792368 1.54746518750236 2.19373179882563 0 1.80730341806644 1.86221628477231 1.40180135343374 1.24060216342863 0.833068083254936 1.69952092465341 1.84581618830845 1.43764032275883 1.70389837182627 1.44468496217767
"BTG1" 1.83237606125076 1.60674096061295 1.91593727802695 1.41951829826023 1.05612213269545 1.11244682498594 1.51545800178006 1.76336004895289 1.28784349908453 1.14630029469708 1.09784301498119 1.11283998317965 1.6558408809889 1.35003034524913 1.19517066748455
"BTG2" 0 0.627481296119165 0 0.925094249992876 0 0.546417195369744 0.86576026329588 0.733032115227737 1.2957421325184 1.05103321426991 1.04758106439923 0.976743966854094 0.867132452666495 1.17336875927189 1.00229511154468
"BTN3A1" 0.714854752482651 0.599222409612821 0.119915314752865 0.411703072079435 0.559672860583319 0.218433667808458 0.989780750317837 0.848773424450268 0.468001743973972 0.498251774123939 0.814965521225965 0.362563370443413 0.580886238022121 0.320904691564743 0.333994327324939
